Player ,teamID,avg ,gp,gs ,ab ,r ,h ,2b ,3b ,hr ,rbi ,tb ,slg% ,bb ,hbp ,so ,gdp ,ob% ,sf ,sh ,sb,att ,year
Matthew Bliven,COR,0.145,23,18,55,5,8,0,0,0,0,8,0.145,4,1,22,0,0.217,0,2,1,1,2008
Tyler Larson,SIM,0.143,4,3,7,0,1,0,0,0,2,1,0.143,1,1,3,0,0.333,0,0,0,0,2008
Dan Adams,COE,0.143,12,0,7,3,1,0,0,0,0,1,0.143,1,1,4,0,0.333,0,1,0,0,2008
Phil Worden,LUT,0.13,21,6,23,4,3,0,0,0,3,3,0.13,4,0,10,1,0.25,1,2,0,0,2008
David Bartine,COR,0.125,7,3,8,2,1,0,0,0,1,1,0.125,3,0,1,0,0.364,0,0,1,1,2008
Andy Oberhoffer,COE,0.125,6,4,8,0,1,0,0,0,3,1,0.125,2,0,1,0,0.3,0,0,0,0,2008
Nathan Roling,LOR,0.119,28,9,42,6,5,1,0,0,7,6,0.143,3,5,7,0,0.245,3,0,0,0,2008
Michael Thompson,COR,0.111,13,11,27,2,3,0,0,0,4,3,0.111,4,1,6,0,0.242,1,2,0,1,2008
Theodore Bishop,DBQ,0.08,10,7,25,1,2,0,0,1,2,5,0.2,0,1,11,0,0.115,0,0,0,0,2008
Kyle Evangelista,LOR,0.067,14,4,15,1,1,0,0,0,1,1,0.067,1,1,8,1,0.176,0,1,1,1,2008
Ryan Fincham,COR,0,8,3,11,1,0,0,0,0,2,0,0,4,0,6,1,0.267,0,0,0,0,2008
Lance Hollandsworth,BVU,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008
Skylar Price,COE,0,11,0,6,0,0,0,0,0,0,0,0,3,1,5,0,0.4,0,0,0,0,2008
Joe Nelson,LUT,0,4,1,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2008
Steven Zamora,COE,0,4,2,6,0,0,0,0,0,0,0,0,0,2,5,0,0.25,0,0,0,0,2008
Ryan Jordan,DBQ,0,4,0,5,1,0,0,0,0,1,0,0,1,0,2,0,0.167,0,0,0,0,2008
Dillon Meyer,WAR,0,5,0,5,0,0,0,0,0,0,0,0,1,0,2,0,0.167,0,1,0,0,2008
Mitchell Feller,BVU,0,7,2,4,0,0,0,0,0,0,0,0,1,0,1,0,0.2,0,0,0,0,2008
Cael Smith,SIM,0,3,0,4,0,0,0,0,0,2,0,0,1,0,2,0,0.2,0,0,0,0,2008
Jay Myers,BVU,0,3,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2008
Andrew Reese,DBQ,0,2,1,3,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2008
Nick Walker,SIM,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2008
Ryan Altiere,LOR,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008
TJ Reidy,COE,0,2,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2008
Alex Lose,LOR,0,2,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2008
Zach Smith,SIM,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008
Ryan Clausen,COR,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2008
Doug Elfstrom,LUT,0,3,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2008
Grayson Pangburn,LUT,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2008
Kyle McGivney,LUT,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2008
Nate Todd,LUT,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2008
Nate Lahr,WAR,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2008
Justin Putz,WAR,0,3,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0.667,0,0,0,0,2008
Kyle Soeder,LOR,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2008
Nick Teson,LOR,0,11,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2008
Joel Hugunin,CEN,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2008
Phil Lundberg,LUT,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008
JT Pells,COR,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2008
Nicholas Selby,COR,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008
Brent Richter,BVU,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008
Devon Archibald,BVU,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2008
Patrick Thostenson,LOR,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008
Caleb Wilson,COR,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008
Michael Rivera,DBQ,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008
Luke Roth,LOR,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008
Max Flaig,LUT,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008
Byron Abram,DBQ,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008
Tony Bladel,DBQ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008
Justin Svehla,COE,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008
Brandon Pietrzyk,BVU,0.447,41,41,159,51,71,12,5,8,57,117,0.736,15,4,20,1,0.503,1,1,27,30,2009
Mike Johnson,WAR,0.446,48,48,177,46,79,17,1,2,39,104,0.588,15,3,9,4,0.487,4,0,1,3,2009
Pat Richmond,COE,0.432,44,44,162,44,70,17,1,3,35,98,0.605,10,4,11,4,0.467,4,1,11,11,2009
Zack Topping,LUT,0.417,39,38,127,27,53,8,0,3,34,70,0.551,9,9,10,2,0.48,3,3,4,5,2009
Mike Furlong,CEN,0.409,37,37,149,45,61,7,5,4,29,90,0.604,11,4,35,2,0.463,0,3,5,8,2009
Nick Olberding,LOR,0.407,39,39,150,43,61,10,0,6,44,89,0.593,17,3,12,4,0.474,1,0,8,8,2009
Brad Blum,BVU,0.401,40,40,147,49,59,7,8,2,33,88,0.599,18,11,13,2,0.497,1,1,18,20,2009
Patrick Grau,WAR,0.398,48,48,171,43,68,14,6,6,56,112,0.655,14,13,13,3,0.473,3,1,3,6,2009
Adam Nisenson,COE,0.396,40,38,134,29,53,6,1,2,31,67,0.5,12,1,12,2,0.446,1,5,7,9,2009
Caleb Rangel,CEN,0.39,35,35,118,34,46,12,1,2,40,66,0.559,27,6,16,3,0.506,5,2,3,3,2009
Chris Reynolds,LUT,0.385,41,41,156,32,60,11,0,3,36,80,0.513,7,3,18,4,0.414,3,5,6,8,2009
Nate Neis,LUT,0.385,42,41,143,51,55,6,1,1,27,66,0.462,16,21,16,1,0.508,1,2,7,7,2009
Matt Pfister,COR,0.377,26,22,69,12,26,5,1,0,11,33,0.478,4,5,7,2,0.443,1,4,1,1,2009
Jesse Ramirez,DBQ,0.374,31,30,99,20,37,10,1,2,22,55,0.556,14,5,12,1,0.475,0,1,1,1,2009
Andrew Patzke,COR,0.374,33,28,99,22,37,5,1,4,32,56,0.566,10,2,17,0,0.438,1,1,4,5,2009
Ben Kuebel,LOR,0.372,37,37,148,40,55,12,0,2,33,73,0.493,11,3,16,3,0.421,2,2,21,22,2009
Kevin Kloewer,BVU,0.371,40,40,140,31,52,13,0,10,43,95,0.679,12,8,24,2,0.442,3,1,2,2,2009
Steve Beckman,LUT,0.368,42,41,114,25,42,6,0,0,23,48,0.421,24,8,15,1,0.5,2,7,3,3,2009
Ryan Velvick,COE,0.365,44,44,170,35,62,12,3,6,40,98,0.576,5,4,14,4,0.392,2,0,9,10,2009
Cory Dawson,SIM,0.364,42,42,154,37,56,14,4,2,39,84,0.545,14,3,11,4,0.422,2,0,6,8,2009
Anthony Miller,CEN,0.363,34,34,124,33,45,6,1,0,21,53,0.427,16,2,17,3,0.444,0,4,6,7,2009
Derek Knutson,CEN,0.362,35,35,127,32,46,7,0,6,40,71,0.559,16,4,20,1,0.449,0,0,1,1,2009
Ben Tressel,CEN,0.361,37,37,147,43,53,10,1,0,31,65,0.442,17,11,18,3,0.46,1,3,7,9,2009
Corey Rasmussen,SIM,0.359,41,41,156,39,56,12,1,0,22,70,0.449,17,5,26,1,0.433,2,4,23,23,2009
Ryan Schisler,COE,0.358,43,43,151,32,54,13,0,3,34,76,0.503,16,4,16,3,0.433,0,1,4,8,2009
Danny Rose,WAR,0.352,48,48,196,42,69,13,2,0,31,86,0.439,12,5,16,3,0.4,2,3,3,7,2009
Jarred Lackey,CEN,0.35,37,37,143,38,50,13,2,3,44,76,0.531,6,9,17,1,0.404,3,2,15,15,2009
Mark Weber,LUT,0.348,38,34,115,25,40,6,2,2,34,56,0.487,9,1,29,1,0.394,2,0,3,4,2009
Tyler McAllister,COE,0.347,44,44,167,30,58,6,3,1,29,73,0.437,7,6,23,3,0.39,2,0,14,16,2009
Shadi Abuhakmeh,DBQ,0.347,36,36,121,26,42,10,3,4,30,70,0.579,8,3,7,1,0.396,2,0,2,2,2009
John Schroeder,LOR,0.347,37,37,124,28,43,8,2,3,27,64,0.516,22,1,23,1,0.446,1,2,9,11,2009
Curt Bjork,SIM,0.346,40,39,127,28,44,8,1,2,28,60,0.472,22,6,23,2,0.465,0,2,0,0,2009
Matthew Shimanovsky,COR,0.342,32,32,111,22,38,10,0,3,23,57,0.514,14,1,21,2,0.417,1,0,1,1,2009
Clark Egdorf,LOR,0.336,38,31,128,15,43,8,0,3,26,60,0.469,4,1,10,2,0.356,2,1,4,5,2009
Casey Korn,COR,0.333,32,32,114,32,38,12,0,3,23,59,0.518,18,0,20,1,0.424,0,1,4,6,2009
Jesse Reis,SIM,0.331,40,40,133,34,44,9,1,5,34,70,0.526,27,7,25,1,0.459,3,0,3,3,2009
Jared Swim,SIM,0.329,41,41,152,27,50,9,3,1,34,68,0.447,8,2,9,4,0.368,1,3,1,1,2009
Jerrold Martijn,WAR,0.328,40,40,137,22,45,8,1,2,25,61,0.445,13,6,10,2,0.405,2,6,4,6,2009
Michael Stephenson,BVU,0.318,39,39,110,41,35,7,3,0,22,48,0.436,19,5,20,0,0.431,3,7,13,16,2009
Austin Brown,LOR,0.316,38,34,133,21,42,9,1,4,31,65,0.489,3,4,20,2,0.345,2,1,7,10,2009
Mark Blum,BVU,0.313,39,39,144,37,45,6,1,1,37,56,0.389,15,7,17,2,0.392,5,3,4,6,2009
Michael Hoffman,BVU,0.311,40,40,148,36,46,16,1,0,38,64,0.432,11,0,8,4,0.35,4,3,5,5,2009
Scott Ethell,SIM,0.309,40,40,136,27,42,10,1,3,28,63,0.463,11,7,29,1,0.387,1,0,5,7,2009
Joe Thompson,LUT,0.303,37,37,109,25,33,6,1,0,19,41,0.376,10,9,21,3,0.403,1,2,2,2,2009
Adam Gross,LOR,0.3,39,39,140,39,42,4,3,5,25,67,0.479,17,4,25,0,0.389,1,3,17,18,2009
Kyle Jones,WAR,0.297,46,46,148,27,44,15,0,3,31,68,0.459,23,4,13,4,0.397,4,0,1,1,2009
Dave Lakin,CEN,0.297,28,22,74,15,22,2,0,0,12,24,0.324,15,2,13,1,0.424,1,0,3,5,2009
Steve Chamberlin,WAR,0.297,37,28,101,27,30,7,0,0,17,37,0.366,10,3,8,2,0.377,0,2,5,9,2009
A.J. Lewis,WAR,0.297,47,47,165,35,49,9,2,2,28,68,0.412,14,2,18,2,0.359,0,0,10,10,2009
BJ Juergens,LOR,0.29,38,36,131,25,38,7,1,3,24,56,0.427,7,0,16,1,0.326,0,1,4,4,2009
Ben Schott,LUT,0.29,41,41,138,36,40,6,3,5,33,67,0.486,19,1,25,4,0.377,1,1,0,1,2009
Zach Nagle,WAR,0.289,44,43,142,31,41,11,1,2,20,60,0.423,17,1,19,1,0.366,1,5,2,5,2009
Dave Johnson,SIM,0.288,38,38,146,29,42,9,2,3,22,64,0.438,8,3,13,5,0.338,0,0,3,3,2009
Chris Duran,DBQ,0.281,38,37,128,18,36,3,0,0,12,39,0.305,19,4,17,1,0.391,0,3,2,4,2009
Jeff Wagner,COE,0.274,36,27,95,19,26,4,1,0,10,32,0.337,11,3,21,0,0.364,1,3,10,12,2009
Evan Bierman,DBQ,0.273,38,37,128,17,35,12,0,1,22,50,0.391,14,2,27,3,0.352,1,0,1,1,2009
Ben Roemmich,WAR,0.263,47,46,160,42,42,6,2,3,29,61,0.381,34,1,19,1,0.387,4,6,4,6,2009
Alex Larson,DBQ,0.26,38,37,127,21,33,13,0,3,21,55,0.433,8,1,21,1,0.302,3,1,6,6,2009
Chris Jones,SIM,0.254,41,41,142,32,36,8,1,2,28,52,0.366,16,1,19,2,0.327,3,2,3,3,2009
Garrett Hill,BVU,0.253,33,30,87,21,22,3,0,1,13,28,0.322,14,4,21,0,0.37,3,5,10,11,2009
Alex Miklo,LOR,0.252,39,38,135,40,34,4,1,2,24,46,0.341,18,5,22,2,0.356,2,1,6,9,2009
Jake Waddle,LUT,0.248,41,41,137,32,34,11,5,2,26,61,0.445,23,7,12,3,0.379,2,1,2,2,2009
Chris Hylland,DBQ,0.245,32,31,94,18,23,3,1,2,12,34,0.362,19,2,17,0,0.383,0,3,6,8,2009
Jon Reiner,COE,0.244,40,36,90,10,22,8,0,0,12,30,0.333,10,3,17,1,0.33,3,6,1,1,2009
Tyler Case,BVU,0.235,35,35,102,24,24,3,1,1,15,32,0.314,19,2,42,1,0.366,0,3,7,8,2009
Alex Thomas,LUT,0.22,41,41,123,24,27,3,0,1,21,33,0.268,7,2,20,2,0.267,3,6,1,1,2009
Tyler Wivinis,CEN,0.215,28,25,79,15,17,2,0,0,7,19,0.241,10,2,11,2,0.315,1,4,2,2,2009
Tyler Shireman,LOR,0.208,39,38,120,26,25,4,1,0,11,31,0.258,18,2,24,1,0.319,1,1,5,7,2009
Mitch Fandel,BVU,1,1,0,3,3,3,0,0,1,2,6,2,0,0,0,0,1,0,0,0,0,2009
John Delaplane,COE,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,2009
Julian Cantu,DBQ,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,2009
Mark Proust,COE,1,4,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,2009
Louis Dettorre,DBQ,1,2,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,2009
Shane Nelson,CEN,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,2009
Ty Larsen,SIM,1,1,0,1,0,1,0,0,0,2,1,1,0,0,0,0,1,0,0,0,0,2009
Matt Reynolds,LUT,0.667,5,1,3,0,2,0,0,0,0,2,0.667,0,1,0,0,0.75,0,0,0,0,2009
Kevin Bradley,LUT,0.6,3,1,5,1,3,0,0,0,0,3,0.6,0,0,0,0,0.6,0,0,0,0,2009
Nate McCollough,BVU,0.5,1,0,2,1,1,1,0,0,1,2,1,0,0,1,0,0.5,0,0,0,0,2009
Ryan Jordan,DBQ,0.5,2,0,2,1,1,0,0,0,0,1,0.5,0,0,0,0,0.5,0,0,0,0,2009
John Hupp,SIM,0.5,1,0,2,1,1,0,0,0,0,1,0.5,0,0,0,0,0.5,0,0,0,0,2009
Joe Swanson,COE,0.444,10,2,9,3,4,0,0,0,2,4,0.444,0,0,1,0,0.444,0,0,1,1,2009
Jason Hassman,CEN,0.4,19,11,40,11,16,3,1,1,13,24,0.6,5,9,9,0,0.545,1,2,1,1,2009
Dan Genrich,LUT,0.4,13,5,25,7,10,5,0,0,7,15,0.6,2,0,4,0,0.444,0,0,0,0,2009
Mark Hennessy,DBQ,0.4,5,3,10,4,4,0,1,0,1,6,0.6,3,0,2,0,0.538,0,0,0,0,2009
Jacob Miksell,WAR,0.4,9,1,10,4,4,1,1,0,4,7,0.7,0,1,2,0,0.455,0,0,0,0,2009
Josh Stanton,CEN,0.38,18,13,50,8,19,2,0,0,6,21,0.42,5,1,15,1,0.446,0,0,0,0,2009
Orlando Mejia,DBQ,0.362,21,18,47,14,17,2,0,0,5,19,0.404,7,3,2,0,0.474,0,1,0,0,2009
Nick McKenzie,COE,0.36,12,9,25,4,9,3,0,0,11,12,0.48,5,0,5,0,0.452,1,0,2,2,2009
Ryan Clausen,COR,0.35,18,17,60,10,21,8,0,2,9,35,0.583,5,1,9,1,0.409,0,1,0,0,2009
Matthew Bruhn,LUT,0.333,16,8,30,6,10,1,0,0,6,11,0.367,2,0,3,0,0.375,0,2,0,0,2009
Justin Putz,WAR,0.333,13,2,18,3,6,0,0,0,3,6,0.333,2,3,4,0,0.478,0,0,0,0,2009
Kyle Hammann,CEN,0.333,5,0,3,2,1,0,0,0,0,1,0.333,1,1,0,0,0.6,0,0,0,0,2009
Bobby Bieniek,SIM,0.333,3,0,3,0,1,0,0,0,1,1,0.333,0,0,1,0,0.333,0,0,0,0,2009
Cale Smith,SIM,0.328,19,19,64,8,21,6,0,0,19,27,0.422,5,0,11,0,0.366,2,0,2,3,2009
Mark Corbeil,COR,0.318,8,5,22,3,7,2,0,2,7,15,0.682,1,1,5,1,0.375,0,0,0,0,2009
J.T. Pells,COR,0.317,20,11,41,7,13,2,0,0,9,15,0.366,7,0,3,1,0.408,1,0,0,0,2009
Clay Henricksen,LOR,0.313,18,4,16,5,5,0,0,0,2,5,0.313,11,0,4,0,0.593,0,0,1,1,2009
Ryan Fincham,COR,0.308,23,21,65,12,20,6,0,1,11,29,0.446,5,1,15,0,0.361,1,1,0,0,2009
Spencer Stumpff,WAR,0.308,13,1,13,2,4,0,0,0,1,4,0.308,2,0,5,0,0.4,0,0,0,0,2009
John Logan,COE,0.301,35,21,83,15,25,5,1,1,20,35,0.422,7,4,13,1,0.375,2,1,6,8,2009
Bill Albee,DBQ,0.3,24,18,60,11,18,6,1,0,5,26,0.433,7,0,16,0,0.373,0,0,3,4,2009
Isiah Stevens,WAR,0.3,20,10,40,6,12,3,0,0,5,15,0.375,3,1,3,1,0.364,0,1,0,0,2009
Jacob Schwind,COE,0.3,21,1,20,1,6,2,0,0,0,8,0.4,1,1,2,1,0.364,0,0,0,0,2009
Devon Archibald,BVU,0.3,5,2,10,3,3,0,1,1,3,8,0.8,1,0,2,0,0.364,0,1,0,0,2009
Scott DeAngelis,COE,0.293,36,26,75,17,22,4,1,0,5,28,0.373,7,3,20,0,0.368,2,5,2,5,2009
Travis Olson,LOR,0.292,19,4,24,6,7,0,0,1,6,10,0.417,0,0,2,0,0.292,0,0,0,0,2009
Ben Chestnut,CEN,0.289,20,8,38,8,11,1,1,0,10,14,0.368,8,2,12,1,0.438,0,0,0,0,2009
Caleb Russell,DBQ,0.286,30,25,77,11,22,4,0,1,14,29,0.377,7,2,17,0,0.36,0,2,0,0,2009
David Bartine,COR,0.282,21,21,71,19,20,2,0,0,7,22,0.31,15,3,9,1,0.427,0,1,2,4,2009
Blake Smith,CEN,0.28,27,24,82,13,23,1,0,3,19,33,0.402,2,2,17,3,0.31,1,1,2,2,2009
Michael Tierney,COR,0.28,20,20,75,17,21,6,0,2,9,33,0.44,5,1,7,0,0.329,1,2,2,3,2009
Max Tunning,COE,0.28,32,24,75,18,21,7,0,0,6,28,0.373,8,1,19,0,0.353,1,1,4,6,2009
Brock Yossi,BVU,0.278,28,25,79,16,22,3,0,0,11,25,0.316,12,4,6,1,0.396,1,2,2,3,2009
Richard Garcia,DBQ,0.278,28,27,79,22,22,7,2,1,24,36,0.456,10,18,9,0,0.467,0,2,2,2,2009
Billy Schmitt,WAR,0.278,22,22,72,15,20,2,0,0,10,22,0.306,7,0,9,5,0.342,0,0,0,0,2009
Kyle Soeder,LOR,0.268,22,13,41,7,11,0,0,2,6,17,0.415,4,1,10,0,0.348,0,0,2,2,2009
Spencer Sobba,COE,0.263,23,9,38,7,10,3,0,0,7,13,0.342,8,3,10,1,0.429,0,0,1,1,2009
B.J. Pilling,CEN,0.261,17,4,23,8,6,2,0,0,8,8,0.348,3,0,8,0,0.346,0,0,1,1,2009
Jason Douglas,COR,0.258,21,20,66,7,17,1,0,1,3,21,0.318,8,0,9,0,0.338,0,3,0,0,2009
Caleb Wilson,COR,0.255,22,12,51,11,13,3,0,3,12,25,0.49,4,0,12,0,0.304,1,0,1,2,2009
Darin Schneider,LUT,0.25,24,6,20,3,5,0,0,0,1,5,0.25,2,0,5,1,0.318,0,0,1,1,2009
Michael Loney,DBQ,0.25,5,4,16,1,4,1,0,1,5,8,0.5,0,0,6,0,0.25,0,0,1,1,2009
Jacob Rannals,DBQ,0.25,11,4,12,7,3,0,0,0,1,3,0.25,6,0,4,0,0.5,0,0,3,3,2009
Mitchel Obey,LUT,0.25,4,0,4,0,1,0,0,0,0,1,0.25,0,0,2,0,0.25,0,0,0,0,2009
Ryan Julian,LOR,0.25,15,0,4,0,1,0,0,0,2,1,0.25,0,0,2,0,0.25,0,0,0,0,2009
Ryan Pyles,DBQ,0.244,16,13,45,10,11,1,1,0,9,14,0.311,5,3,5,0,0.352,1,1,0,2,2009
Steve Johnston,BVU,0.243,30,26,103,18,25,6,1,2,17,39,0.379,3,3,26,0,0.284,0,1,1,2,2009
Jeffrey Stevens,DBQ,0.239,28,20,71,11,17,3,0,1,11,23,0.324,8,1,17,0,0.317,2,3,1,2,2009
Andy Krekel,COR,0.235,16,14,51,7,12,2,1,2,7,22,0.431,1,0,8,1,0.25,0,0,1,1,2009
Quinn O'Brien,CEN,0.231,14,8,26,6,6,1,0,1,5,10,0.385,8,0,2,1,0.412,0,0,0,0,2009
Jesse Searls,COR,0.226,26,21,62,5,14,4,0,0,0,18,0.29,5,0,17,0,0.284,0,2,0,0,2009
Justin Svehla,COE,0.214,10,4,14,3,3,0,0,0,0,3,0.214,0,1,4,0,0.267,0,0,0,0,2009
Nick Robertson,COE,0.211,18,2,19,3,4,0,0,1,2,7,0.368,2,1,6,0,0.318,0,2,0,0,2009
Dan Krauss,COR,0.208,10,9,24,2,5,0,0,1,3,8,0.333,2,1,3,0,0.296,0,1,0,0,2009
Brett Wilson,BVU,0.208,13,6,24,7,5,1,0,0,3,6,0.25,7,0,8,0,0.375,1,0,2,3,2009
Jason Hayes,SIM,0.208,34,25,77,21,16,1,3,0,5,23,0.299,11,7,26,0,0.354,1,2,6,8,2009
Michael Hoppman,DBQ,0.2,13,4,20,3,4,1,0,0,1,5,0.25,4,0,4,1,0.333,0,0,1,1,2009
Colton Calvert,SIM,0.2,3,0,5,1,1,0,0,0,0,1,0.2,0,0,0,0,0.2,0,0,0,0,2009
Zach Jones,CEN,0.188,11,3,16,4,3,1,1,0,4,6,0.375,1,0,2,0,0.235,0,0,0,1,2009
Brandon Thurm,WAR,0.188,14,2,16,4,3,0,0,0,3,3,0.188,3,1,2,1,0.35,0,0,0,0,2009
Paul Ryan,LUT,0.182,12,1,11,4,2,0,0,1,5,5,0.455,0,1,3,0,0.25,0,1,0,0,2009
Zach Smith,SIM,0.174,11,8,23,6,4,0,0,0,1,4,0.174,6,1,7,0,0.367,0,1,1,1,2009
Drew Yarkosky,SIM,0.167,8,4,12,2,2,0,0,0,0,2,0.167,4,0,6,0,0.375,0,0,0,1,2009
Cody Raisch,COE,0.136,14,9,22,3,3,1,0,0,2,4,0.182,8,4,8,0,0.441,0,0,0,0,2009
Michael Frazier,DBQ,0.125,9,1,8,2,1,0,0,0,0,1,0.125,0,0,1,0,0.125,0,1,0,0,2009
Mitchell Feller,BVU,0.125,4,3,8,5,1,0,0,0,1,1,0.125,3,0,3,0,0.364,0,0,0,0,2009
Drew Otto,COE,0.118,16,5,17,0,2,1,0,0,1,3,0.176,1,1,3,1,0.211,0,0,1,1,2009
Michael Szela,COE,0.111,18,0,9,3,1,0,0,0,0,1,0.111,1,1,3,0,0.273,0,1,0,0,2009
Sean Raisch,COE,0.095,10,8,21,2,2,1,0,0,1,3,0.143,4,0,4,0,0.24,0,0,0,0,2009
Nick Maxwell,BVU,0.083,6,2,12,3,1,0,0,0,0,1,0.083,2,1,6,0,0.267,0,0,1,1,2009
Nick Weinmeister,COR,0.033,14,11,30,1,1,0,0,0,1,1,0.033,1,1,8,4,0.094,0,1,0,0,2009
Bobby Orosco,DBQ,0,4,2,7,0,0,0,0,0,0,0,0,1,0,3,0,0.125,0,0,0,0,2009
Joseph Hilby,DBQ,0,5,2,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2009
Alex Lose,LOR,0,11,1,4,6,0,0,0,0,0,0,0,1,1,2,0,0.333,0,0,1,2,2009
Matt Lewis,COR,0,3,1,3,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2009
Andy Compton,BVU,0,1,1,3,1,0,0,0,0,0,0,0,1,0,1,0,0.25,0,0,0,0,2009
Ryne Billesbach,CEN,0,2,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2009
Justin Brown,COR,0,2,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2009
Ryan Bahnemann,LUT,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
Brett Stein,BVU,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
Ian Fitzgerald,LUT,0,4,0,2,2,0,0,0,0,0,0,0,1,1,1,0,0.5,0,0,0,0,2009
Justin Ramos,DBQ,0,2,1,2,0,0,0,0,0,0,0,0,1,0,2,0,0.333,0,0,0,0,2009
Scott Radke,BVU,0,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2009
Mason Nicklos,BVU,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0.5,0,0,0,0,2009
Blayke Conway,DBQ,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2009
Steven Zamora,COE,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
Hector Diaz,DBQ,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
Nate Lahr,WAR,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
Ron Manthe,DBQ,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.5,0,0,0,0,2009
Alex Mallonee,LOR,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
Trent Prather,BVU,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.5,0,0,0,0,2009
Tyler Pearson,SIM,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2009
Charlie Muir,COR,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
Carl Lottman,LUT,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2009
Jossue Vega,DBQ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
Michael Rivera,DBQ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
Tyler Wright,WAR,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
