attendance,date,game_id,game_number,home_batter_1,home_batter_2,home_batter_3,home_batter_4,home_batter_5,home_batter_6,home_batter_7,home_batter_8,home_batter_9,home_errors,home_final_score,home_finishing_pitcher,home_hits,home_line_score,home_position_1,home_position_2,home_position_3,home_position_4,home_position_5,home_position_6,home_position_7,home_position_8,home_position_9,home_starting_pitcher,home_team,home_team_long,losing_pitcher,notes,number_of_innings,play-by-play,save,site,start,time,umpires,visiting_team,visiting_team_long,visitor_batter_1,visitor_batter_2,visitor_batter_3,visitor_batter_4,visitor_batter_5,visitor_batter_6,visitor_batter_7,visitor_batter_8,visitor_batter_9,visitor_errors,visitor_final_score,visitor_finishing_pitcher,visitor_hits,visitor_line_score,visitor_position_1,visitor_position_2,visitor_position_3,visitor_position_4,visitor_position_5,visitor_position_6,visitor_position_7,visitor_position_8,visitor_position_9,visitor_starting_pitcher,weather,winning_pitcher
75,"Mar 13, 2009",wariwu,,Ben Roemmich,Danny Rose,Jerrold Martijn,Mike Johnson,Patrick Grau,Kyle Jones,A.J. Lewis,Zach Nagle,Steve Chamberlin,4,0,Brad Watson,5,000000000,lf,ss/2b,cf,1b,rf,dh,c,3b/ss,2b,Jake Kuennen,"wartburg college
",Wartburg College,Jake Kuennen,,9.0,Y,,"Sauget, IL (GCS Ballpark)",4 p.m.   ,1:57   ,,#16 illinois wesleyan,#16 Illinois Wesleyan,"Marzec, T.","Moore, B.","Ladd, K.","Goshorn, K.","McIntosh, C.","Garvey, P","Huppert, B.",Kirchhoffer,"Morrissey, M",0,8,"Froelich, J.",11,060100001,ss,2b,cf,dh,3b,c,lf,1b,rf,"Froelich, J.",,"Froelich, J."
452,"Mar 21, 2009",cencoe3,2,Scott DeAngelis,Jeff Wagner,Tyler McAllister,Ryan Velvick,Ryan Schisler,Pat Richmond,Nick Robertson,Max Tunning,Drew Otto,4,0,Teren Bladel,2,0000000,2b,cf,ss,rf,dh,1b,lf,3b,c,Alec Lewis,"coe college
",Coe College,Alec Lewis,,7.0,Y,,"Cedar Rapids, Iowa (Daniels Park Field)",3:30   ,2:00   ,,"central college
",Central College,Ben Tressel,Mike Furlong,Caleb Rangel,Jarred Lackey,Derek Knutson,Blake Smith,Anthony Miller,Ben Chestnut,Tyler Wivinis,0,12,Corey Eisenmann,11,0003036,cf,2b,lf,rf,1b,c,3b,dh,ss,Corey Eisenmann,,Corey Eisenmann
48,"Mar 12, 2009",lorsru2,2,Bursie,Outhouse,Collett,Diaz,Miller,Pearce,O'Neill,Matarazzo,Melcher,1,0,Kwolek,7,0000000,cf,3b,dh,rf,c,1b/lf,lf/1b,2b,ss,Wierzbicki,salve regina univ.,Salve Regina Univ.,Wierzbicki,,7.0,Y,,"Auburndale, FLA (Lake Myrtle 2)",4:10 est   ,1:55   ,,"loras college
",Loras College,Adam Gross,Ben Kuebel,Nick Olberding,Clark Egdorf,Kyle Soeder,BJ Juergens,Clay Henricksen,Tyler Shireman,Alex Miklo,0,8,Austin Safranski,7,0010700,cf,3b,ss,1b,lf,dh,c,rf,2b,Austin Safranski,,Austin Safranski
,"Mar 01, 2009",warsju,,Danny Rose,Zach Nagle,Jerrold Martijn,Mike Johnson,Patrick Grau,A.J. Lewis,Kyle Jones,Ben Roemmich,Steve Chamberlin,1,10,Danny Rose,15,12114010X,ss/p,3b/ss,cf,1b,rf,c,dh,lf,2b,Brad Watson,"wartburg college
",Wartburg College,M. Johnson,,9.0,Y,,"Chandler, Ariz. (Snedigar 4)",2:16 pm   ,2:26   ,,saint john's univ.,Saint John's Univ.,Boys,Eiden,Henkemeyer,Traut,Butorac,Skluzacek,Gurbada,Paxton,Faust,3,7,Aebly,14,202011001,dh,cf,1b,rf,ss,c,lf,3b,2b,M. Johnson,,Brad Watson
100,"Apr 17, 2009",dbqwar1,,Ben Roemmich,Danny Rose,Mike Johnson,Billy Schmitt,Patrick Grau,Kyle Jones,A.J. Lewis,Steve Chamberlin,,0,18,Nate Rost,17,312741X,lf,ss,1b,3b,cf,rf,c,2b,,Jerrold Martijn,"wartburg college
",Wartburg College,Blayke Conway,,7.0,Y,,"Waverly, Iowa (Hertel Field)",5:03PM   ,2:24   ,HP: Ken Robbins  1B: Bill Boyd,"dubuque, univ. of","Dubuque, Univ. of",Chris Hylland,Chris Duran,Evan Bierman,Jesse Ramirez,Alex Larson,Shadi Abuhakmeh,Jeffrey Stevens,Richard Garcia,Orlando Mejia,6,9,Bobby Orosco,12,5000400,2b,1b,3b,c,cf,dh/p,rf,lf,ss,Blayke Conway,,Jerrold Martijn
201,"Mar 09, 2009",lutcarl2,2,Wirta,Lojovich,Melson,Hill,Fabry,Bowen,Hultstrand,D-Valentine,Gomi,1,0,Gray,3,0000000,ss/3b,1b,3b,dh,cf,c,2b,lf,rf,Servis,"carleton college
",Carleton College,Servis,,7.0,Y,,"Minneapolis, Minn. (Metrodome)",1:35 am   ,2:20   ,,"luther college
",Luther College,Chris Reynolds,Nate Neis,Jake Waddle,Ben Schott,Mark Weber,Joe Thompson,Zack Topping,Steve Beckman,Alex Thomas,0,12,Paul Pichelmann,17,0060114,2b,3b,c,1b,lf,rf,dh,ss,cf,Nate Todd,,Nate Todd
250,"Mar 13, 2009",coewlc1,1,Scott DeAngelis,Adam Nisenson,Tyler McAllister,Ryan Velvick,Ryan Schisler,Cody Raisch,Pat Richmond,Nick McKenzie,Jon Reiner,3,7,Ryan Rayhill,11,0200311,2b,cf,ss,rf,3b,dh,1b,lf,c,Sean Raisch,"coe college
",Coe College,Lemke,,7.0,Y,,"Orlando, Fla",  ,  ,,"wisconsin lutheran
",Wisconsin Lutheran,Pollesch,"Huntemann, J",Marshall,Ferrell,Lang,Geidel,Burrow,Thorsteins,Barkhurst,3,6,Lemke,11,1111200,cf,lf,3b,c,rf,ss,dh,1b,2b,Schmidt,,Ryan Rayhill
100,"Mar 26, 2009",bvuha,,Kaczrowski,Markisen,Humerickhous,Sand,Modrynski,Rogers,King,Hall,Powell,7,1,Humphrey,4,1000000,ss,rf,3b,dh,1b,cf,lf,c,2b,Ad. Zeece,"hamline university
",Hamline University,Ad. Zeece,,7.0,Y,,"Chandler, AZ (Snedigar Field)",9:30 am   ,2:25   ,,"buena vista university
",Buena Vista Univ.,Brad Blum,Mark Blum,Brandon Pietrzyk,Michael Hoffman,Kevin Kloewer,Steve Johnston,Garrett Hill,Tyler Case,Michael Stephenson,2,21,Matt Bissen,19,2743041,ss,3b,rf,lf,c,1b,dh,cf,2b,Jarad George,,Jarad George
72,"Mar 20, 2009",bvudbq1,1,Ryan Pyles,Caleb Russell,Evan Bierman,Jesse Ramirez,Shadi Abuhakmeh,Chris Duran,Richard Garcia,Alex Larson,Chris Hylland,3,2,Blayke Conway,8,0000000200,rf,ss,3b,c,dh,1b,lf,cf,2b,Justin Ramos,"dubuque, univ. of","Dubuque, Univ. of",Blayke Conway,,10.0,Y,,"Dubuque, Iowa (Chlapaty Field)",3 p.m.   ,3:00   ,,"buena vista university
",Buena Vista Univ.,Brad Blum,Mark Blum,Brandon Pietrzyk,Michael Hoffman,Kevin Kloewer,Steve Johnston,Brock Yossi,Tyler Case,Michael Stephenson,3,5,Kyle Dupic,8,1000000103,ss,1b,rf/cf,lf,c,dh,3b,cf,2b,Ryan Wuebker,,Kyle Dupic
250,"Mar 07, 2009",coeric1,1,Jeff Wagner,Pat Richmond,Tyler McAllister,Ryan Schisler,Ryan Velvick,Drew Otto,Sean Raisch,Jon Reiner,Scott DeAngelis,3,0,Teren Bladel,3,0000000,cf,1b,ss,lf,rf,dh,3b,c,2b,Cody Raisch,"coe college
",Coe College,Cody Raisch,,7.0,Y,,"Orlando, Fla. (Eagle Lake H.S.)",12:00 pm   ,  ,,rhode island college,Rhode Island College,Rossi,Costa,Cardoso,Boucher,Amorin,Doyon,Colombero,Giustino,DePasquale,1,4,Venditto,5,0100120,rf,3b,ss,1b,c,cf,2b,dh,lf,Fournier,,Fournier
30,"Mar 31, 2009",bvulor2,,Ben Kuebel,Nick Olberding,Austin Brown,John Schroeder,BJ Juergens,Travis Olson,Kyle Soeder,Alex Lose,Adam Gross,4,14,Nick Olberding,12,316004X,3b/ss,ss/p,rf/lf,c,1b,dh/3b,lf,2b,cf,Austin Safranski,"loras college
",Loras College,Jarad George,,7.0,Y,,"Dubuque, IA (Petrakis Park)",5:50   ,2:27   ,,"buena vista university
",Buena Vista Univ.,Brad Blum,Mark Blum,Brandon Pietrzyk,Michael Hoffman,Kevin Kloewer,Steve Johnston,Brett Wilson,Garrett Hill,Michael Stephenson,5,12,Kyle Dupic,17,1321014,ss,3b,cf,lf,c,1b,dh,rf,2b,Jarad George,,Austin Safranski
65,"Mar 13, 2009",lorupg2,2,Adam Gross,Ben Kuebel,Nick Olberding,Clark Egdorf,John Schroeder,BJ Juergens,Kyle Soeder,Tyler Shireman,Alex Miklo,2,8,Jay Martin,12,001220201,cf,3b,ss,1b,c,dh,lf,rf,2b,Zach Schwartz,"loras college
",Loras College,Zukowski,,9.0,Y,,"Leesburg, FLA (Pat Thomas Field)",11:40 es   ,2:47   ,,pitt-greensburg,Pitt-Greensburg,Stanziano,Gouveia,Molyneaux,Battocchi,Hoffner,Mikolics,Little,Edwards,Gess,7,7,Zukowski,8,024010000,ss,cf,rf/2b,c,1b,dh,lf/rf,2b,3b,Sorosky,,Jay Martin
327,"Apr 04, 2009",coelor2,1,Jeff Wagner,Adam Nisenson,Pat Richmond,Ryan Velvick,Ryan Schisler,Tyler McAllister,John Logan,Scott DeAngelis,Jon Reiner,2,8,Sean Raisch,13,0120400001,lf,rf,1b,cf,3b,ss,dh,2b,c,Ryan Nicholson,"coe college
",Coe College,Alex Mallonee,,10.0,Y,,"Cedar Rapids, Iowa (Daniels Park)",1:00 pm   ,2:47   ,HP: Taylor Umland  1B: Chris Oberbroeckling,"loras college
",Loras College,Alex Miklo,Nick Olberding,John Schroeder,BJ Juergens,Austin Brown,Adam Gross,Travis Olson,Clay Henricksen,Tyler Shireman,4,7,Alex Mallonee,10,1220002000,2b,ss,dh,1b,lf/rf,cf,3b,c,rf,Austin Safranski,,Sean Raisch
112,"Mar 27, 2009",coedbq1,,Ryan Pyles,Richard Garcia,Evan Bierman,Jesse Ramirez,Chris Duran,Shadi Abuhakmeh,Orlando Mejia,Caleb Russell,Bill Albee,3,1,Julian Cantu,5,1000000,cf,lf,3b,c,dh,rf,2b,ss,1b,Justin Ramos,"dubuque, univ. of","Dubuque, Univ. of",Justin Ramos,,7.0,Y,,"Dubuque, Iowa (Chlapaty Field)",3 p.m.   ,2:30   ,HP: Mike Gansemer  1B: Steve Schroed,"coe college
",Coe College,Scott DeAngelis,Pat Richmond,Ryan Schisler,Ryan Velvick,Tyler McAllister,Adam Nisenson,Cody Raisch,Nick McKenzie,Jon Reiner,2,13,Ryan Nicholson,15,1003261,2b,1b,3b,cf,ss,rf,dh,lf,c,Ryan Nicholson,,Ryan Nicholson
83,"Apr 04, 2009",dbqwust2,2,"Midkiff, R.",Lehmann,Bayer,Vom Brack,"Kennedy, G.","Kennedy, S.",Wenzel,Webb,Davis,1,2,Williams,4,010001X,2b,rf,1b,lf,cf,dh,ss,c,3b,Hrovat,washington u.,Washington U.,Cole Freese,,7.0,Y,,"St. Louis, Mo. (Kelly Field)",3:10 pm   ,1:38   ,HP: Jeff Morrow  1B: Steve Chew,"dubuque, univ. of","Dubuque, Univ. of",Chris Duran,Chris Hylland,Evan Bierman,Shadi Abuhakmeh,Richard Garcia,Jeffrey Stevens,Michael Frazier,Orlando Mejia,Caleb Russell,2,1,Cole Freese,5,0000001,1b,2b,dh,c,lf,cf,rf,3b,ss,Cole Freese,,Hrovat
80,"Mar 21, 2009",lutham1,1,Nate Neis,Chris Reynolds,Jake Waddle,Ben Schott,Zack Topping,Matthew Bruhn,Joe Thompson,Steve Beckman,Alex Thomas,0,6,Augie Lindmark,12,210021X,3b,2b,c,1b,dh,lf,rf,ss,cf,Cody Hyland,"luther college
",Luther College,"Bugielski, B",,7.0,Y,,"Phoenix, Ariz. (Mountain View HS)",12:30 pm   ,2:10   ,,"hamline university
",Hamline University,Kaczrowski,"Hughes, L.",Humerickhous,"Buresh, A","King, A.","Modrynski, J","Markisen, E.","Miller, C.","Powell, A.",0,1,"Sampson, D.",8,0000010,ss,c,3b,dh,lf,1b,rf,cf,2b,"Bugielski, B",,Cody Hyland
,"Mar 13, 2009",simuwst2,2,Corey Rasmussen,Jesse Reis,Cory Dawson,Curt Bjork,Dave Johnson,Chris Jones,Jared Swim,Drew Yarkosky,Cale Smith,1,8,Chris Jones,8,011600X,cf,2b,1b,dh,3b,lf/p,rf/lf,c,ss,Chris Dorff,"simpson college
",Simpson College,Jiskra,,7.0,Y,,"Phoenix, AZ (South Mountain CC)",  ,  ,,wis.-stout,Wis.-Stout,Giebel,Stace,O'Connell,Smolinski,Gilbertson,Burian,Tschida,En-Matthews,Dittel,4,3,Weinberg,7,0020010,lf,dh,3b,c,2b,1b,rf,cf,ss,Jiskra,,Ryan Dahlstrom
80,"Mar 24, 2009",bvue,,Brad Blum,Mark Blum,Brandon Pietrzyk,Michael Hoffman,Kevin Kloewer,Steve Johnston,Brock Yossi,Tyler Case,Michael Stephenson,0,9,Kyle Dupic,11,23001201X,ss,1b,rf,lf,c,dh,3b,cf,2b,Nathan Smejkal,"buena vista university
",Buena Vista Univ.,Bejlovec,,9.0,Y,,"Chandler, AZ (Snedigar Field)",12:00 pm   ,2:30   ,,elmhurst college,Elmhurst College,Matkovic,Lilley,Herrera,Kerr,Bosco,Schrader,O'Connor,Landis,Mathe,3,6,Whited,7,000130200,cf,2b,rf,c,1b,3b,dh,lf,ss,Bejlovec,,Nick Lanning
137,"May 06, 2009",coemmc,,Jeff Wagner,Adam Nisenson,Pat Richmond,Ryan Schisler,Ryan Velvick,Tyler McAllister,John Logan,Max Tunning,Jon Reiner,0,10,Drew Otto,17,401100004,cf,rf,1b,lf,3b,ss,dh,2b,c,Ryan Rayhill,"coe college
",Coe College,Dicus,,9.0,Y,,"Cedar Rapids, Iowa (Daniels Park)",4:00 pm   ,2:45   ,,mount mercy college,Mount Mercy College,Kleinsmith,"Lopez, Ryan","Lopez, Rey",Harding,Gentile,Kaimakis,Rarick,Casique,Valdez,4,9,Morales,12,110140101,cf,2b,c,rf,1b,lf,dh,3b,ss,Oliver,,Drew Otto
327,"Apr 04, 2009",coelor3,2,Max Tunning,Adam Nisenson,Pat Richmond,Ryan Velvick,Ryan Schisler,Tyler McAllister,John Logan,Scott DeAngelis,Jon Reiner,4,13,Teren Bladel,13,101560X,3b,rf,1b,cf,lf,ss,dh,2b,c,Cody Raisch,"coe college
",Coe College,Kevin Moriarity,,7.0,Y,,"Cedar Rapids, Iowa (Daniels Park)",4:10 pm   ,1:51   ,HP: Chris Oberbroeckling  1B: Taylor Umland,"loras college
",Loras College,Alex Miklo,Nick Olberding,Clark Egdorf,John Schroeder,BJ Juergens,Austin Brown,Travis Olson,Tyler Shireman,Adam Gross,2,3,Zach Schwartz,6,1000110,2b,ss,1b,c,dh,lf,3b,rf,cf,Kevin Moriarity,,Cody Raisch
176,"Apr 28, 2009",coeuwp,,Jeff Wagner,Adam Nisenson,Pat Richmond,Ryan Schisler,Ryan Velvick,Tyler McAllister,Jacob Schwind,Max Tunning,Jon Reiner,1,1,Kevin Baranowski,9,100000000,cf,rf,1b,lf,3b,ss,dh,2b,c,Sean Raisch,"coe college
",Coe College,Sean Raisch,,9.0,Y,,"Cedar Rapids, Iowa (Daniels Park)",4:10 pm   ,2:18   ,,"university of wisconsin-plateville
",Wis.-Platteville,Benesh,Ney,Jacobson,Bomkamp,Hawkins,"Osmanski, K.",Watson,Tobie,Rice,0,10,Budden,14,202005100,2b,lf,ss,rf,3b,1b,c,dh,cf,Mack,,Mack
120,"Apr 15, 2009",bvulor3,,Brad Blum,Mark Blum,Brandon Pietrzyk,Michael Hoffman,Kevin Kloewer,Steve Johnston,Garrett Hill,Tyler Case,Michael Stephenson,3,5,Kyle Dupic,11,102001100,ss,3b,rf,lf,c,1b,dh,cf,2b,Nathan Smejkal,#14 buena vista univ.,#14 Buena Vista Univ.,Nick Lanning,,9.0,Y,,"Storm Lake, Iowa (BVU/SL H.S. Field)",5:00 p.m   ,2:20   ,,"loras college
",Loras College,Alex Miklo,Nick Olberding,Ben Kuebel,Clark Egdorf,John Schroeder,Austin Brown,BJ Juergens,Tyler Shireman,Adam Gross,1,7,Nick Olberding,11,000121300,2b,ss/p,3b/ss,1b,c,lf,dh,rf,cf,Kyler Laurie,,Austin Safranski
200,"Mar 08, 2009",dbqsew2,2,Irwin,Barrett,Burns,Pogue,Dean,Axe,Denison,Liston,Reilly,2,11,Rowan,7,4004102,3b,rf,1b,ss,lf,dh,c,2b,cf,Mauro,univ. of the south,Univ. of the South,Nealy,,7.0,Y,,"Sewanee, Tn (Montgomery Field)",3:10   ,2:15   ,,"dubuque, univ. of","Dubuque, Univ. of",Chris Hylland,Richard Garcia,Evan Bierman,Alex Larson,Shadi Abuhakmeh,Jesse Ramirez,Michael Hoppman,Ryan Pyles,Caleb Russell,5,12,Shadi Abuhakmeh,14,0312600,2b,lf,3b,cf,c/p,dh/c,1b,rf,ss,Mark Hennessy,,Mark Hennessy
75,"Mar 27, 2009",simwar1,,Ben Roemmich,Danny Rose,Mike Johnson,Kyle Jones,Patrick Grau,Billy Schmitt,A.J. Lewis,Zach Nagle,,3,9,Nate Rost,14,21000141X,lf,ss,1b,rf,cf,3b,c,2b,,Jerrold Martijn,"wartburg college
",Wartburg College,Jared Sass,,9.0,Y,,"Waverly, Iowa (Hertel Field)",5 p.m.   ,2:28   ,,"simpson college
",Simpson College,Corey Rasmussen,Jesse Reis,Curt Bjork,Dave Johnson,Chris Jones,Cory Dawson,Jared Swim,Scott Ethell,Jason Hayes,2,6,Chris Dorff,9,000010311,ss,2b,c,1b,lf,dh,cf,3b,rf,Jared Sass,,Jerrold Martijn
42,"Apr 13, 2009",lutsmu2,2,Nate Neis,Chris Reynolds,Jake Waddle,Ben Schott,Dan Genrich,Steve Beckman,Mark Weber,Kevin Bradley,Alex Thomas,1,6,Augie Lindmark,7,023100X,3b,2b,rf/c,1b,dh,ss,lf,c,cf,Paul Pichelmann,"luther college
",Luther College,C. Bogie,,7.0,Y,,"Decorah, IA (Luther College)",4:20   ,1:50   ,HP: Merle Whitcher  1B: Taylor Umland,saint mary's (minn.),Saint Mary's (Minn.),Lechner,Ryan,Olberding,Warren,Johnson,Haugh,Dwyer,Kruse,,3,5,Dahlstrom,7,0011300,cf,ss,c,3b,1b,2b,rf,lf,,C. Bogie,,Paul Pichelmann
101,"Apr 08, 2009",lorclk,,"Molitor, D.","Davidson, C.","Jimenez, M.","Judd, J.D.","Bowles, N.","Spain, D.","Harvat, T.","Kelly, R.","Krasselt, J.",4,1,"Magarian, C.",5,001000000,cf,rf,1b,c,2b,ss,dh,lf,3b,"Schermer, M.",clarke college,Clarke College,"Schermer, M.",,9.0,Y,,"Peosta, Iowa (A.J. Spiegel)",05:00 pm   ,2:06   ,,"loras college
",Loras College,Alex Miklo,Nick Olberding,Ben Kuebel,Clark Egdorf,Austin Brown,BJ Juergens,John Schroeder,Tyler Shireman,Adam Gross,1,6,Kevin Moriarity,8,000002202,2b,ss,3b,1b,lf,dh,c,rf,cf,Kyler Laurie,,Austin Safranski
200,"Apr 17, 2009",lorlut1,,Alex Miklo,Nick Olberding,Ben Kuebel,Clark Egdorf,John Schroeder,Austin Brown,BJ Juergens,Tyler Shireman,Adam Gross,0,4,Kyler Laurie,9,00004000X,2b,ss,3b,1b,c,lf,dh,rf,cf,Cole Boge,"loras college
",Loras College,Adam Kohls,,9.0,Y,,"Dubuque, IA (Petrakis Park)",6:00   ,2:00   ,,"luther college
",Luther College,Nate Neis,Chris Reynolds,Jake Waddle,Zack Topping,Ben Schott,Steve Beckman,Mark Weber,Joe Thompson,Alex Thomas,1,0,Adam Kohls,6,000000000,3b,2b,c,dh,1b,ss,lf,rf,cf,Adam Kohls,,Cole Boge
55,"Mar 02, 2009",warrit2,,Culotta,Dornes,Tosh,Kernan,Parisi,Creagh,Hughes,Austin,Smith,4,5,Robertson,5,0200300,cf,rf,ss,c,dh,lf,2b,1b,3b,Langtry,rochester inst. tech,Rochester Inst. Tech,Langtry,,7.0,Y,,"Phoenix, Ariz.",5:30 pm   ,2:30   ,,"wartburg college
",Wartburg College,Ben Roemmich,Danny Rose,Jerrold Martijn,Mike Johnson,Patrick Grau,Kyle Jones,Zach Nagle,Jacob Miksell,Steve Chamberlin,2,25,Tom Keesy,21,4161364,lf,ss,cf,1b,p,rf,3b,c,2b,Patrick Grau,,Patrick Grau
452,"Mar 21, 2009",cencoe2,1,Scott DeAngelis,Adam Nisenson,Tyler McAllister,Ryan Velvick,Ryan Schisler,Pat Richmond,John Logan,Nick McKenzie,Jon Reiner,0,1,Sean Raisch,8,1000000,2b,cf,ss,rf,3b,1b,dh,lf,c,Ryan Nicholson,"coe college
",Coe College,Ryan Nicholson,,7.0,Y,,"Cedar Rapids, Iowa (Daniels Park)",1:00 pm   ,1:54   ,,"central college
",Central College,Ben Tressel,Mike Furlong,Caleb Rangel,Jarred Lackey,Derek Knutson,Blake Smith,Anthony Miller,Ben Chestnut,Tyler Wivinis,2,4,D.J. Glasgow,6,1020001,cf,2b,lf,rf,1b,c,3b,dh,ss,D.J. Glasgow,,D.J. Glasgow
,"Mar 10, 2009",simdic1,1,Corey Rasmussen,Jesse Reis,Chris Jones,Cory Dawson,Curt Bjork,Scott Ethell,Jared Swim,Jason Hayes,Zach Smith,2,12,Tim Bolten,11,410430X,ss,dh,lf,1b,c,3b,cf,rf,2b,Mike Huyser,"simpson college
",Simpson College,,,7.0,N,,"Phoenix, AZ (Gene Autry Park)",  ,  ,,dickinson (pa.),Dickinson (Pa.),M Schuster,M Catania,E Hennessy,T Rosa,E Farha,B Sciambi,J Kaufman,B Marchant,A Sterling,0,2,M Bilali,7,1000010,lf,2b,c,1b,dh,3b,ss,rf,cf,E Fitzpatric,,Mike Huyser
53,"Apr 22, 2009",cenmlc2,2,Haugley,Hill,Janke,Schoenfeld,Apt,Brenner,Schultz,Korth,Tomizawa,3,0,Gurgel,5,0000000,ss,2b,p,3b,1b,rf/p,lf,cf,c/p,Janke,martin luther coll.,Martin Luther Coll.,Janke,,7.0,Y,,"New Ulm, Minn. (Mueller Park)",4:50   ,2:05   ,,"central college
",Central College,Ben Tressel,Anthony Miller,Caleb Rangel,Jarred Lackey,Mike Furlong,Josh Stanton,Jason Hassman,Blake Smith,Tyler Wivinis,0,18,Shane Nelson,15,9030006,cf,3b/cf,lf,rf/p,ss,dh,1b,c,2b,Josh Nalan,,Joel Pulliam
45,"Mar 16, 2009",lormlkn2,2,Hafer,Sylvester,Williams,Bastien,"Frigo, M.",Beiler,Agee,Wolpert,Edwards,1,6,Gregory,10,0402000,3b,lf,2b,rf,1b,c,ss,dh,cf,Laird,millikin university,Millikin University,Gregory,,7.0,Y,,"Auburndale, FLA (Lake Myrtle #4)",11:30 et   ,2:15   ,,"loras college
",Loras College,Adam Gross,Ben Kuebel,Nick Olberding,BJ Juergens,John Schroeder,Austin Brown,Clay Henricksen,Tyler Shireman,Alex Miklo,3,7,Nick Olberding,10,0200005,cf,3b/ss,ss/p,1b,dh/c,lf,c,rf,2b,Austin Safranski,,Cole Boge
95,"Apr 11, 2009",lutsim3,2,Nate Neis,Chris Reynolds,Jake Waddle,Zack Topping,Ben Schott,Steve Beckman,Mark Weber,Darin Schneider,Alex Thomas,0,7,Cody Hyland,13,300211X,3b,2b,c,dh,1b,ss,lf,rf,cf,Cody Hyland,"luther college
",Luther College,Mike Huyser,,7.0,Y,,"Decorah, Iowa (Luther College)",3:00   ,1:50   ,HP: Adam Riley  1B: Merle Whitch,"simpson college
",Simpson College,Corey Rasmussen,Dave Johnson,Cory Dawson,Scott Ethell,Jared Swim,Jesse Reis,Cale Smith,Drew Yarkosky,Jason Hayes,2,3,Brandon Harrison,11,2010000,cf,1b,dh,3b,lf,2b,ss,c,rf,Mike Huyser,,Cody Hyland
,"Mar 11, 2009",simwhea2,2,Corey Rasmussen,Jesse Reis,Chris Jones,Curt Bjork,Cory Dawson,Dave Johnson,Scott Ethell,Jared Swim,Jason Hayes,0,11,Kyle Hanna,12,323030X,ss,2b,lf,c,dh,1b,3b,cf,rf,Jared Sass,"simpson college
",Simpson College,"Fallon, Z.",,7.0,N,,"Phoenix, AZ (Gene Autry Park)",  ,  ,,wheaton college,Wheaton College,"Zeller, J.","Kolb, B.","Pyne, D.","Weaver, J.","Price, M.","Dennison, S.","Miller, R.","Bradley, K.","Antal, C.",1,3,"Winchester,C",10,0020010,rf,ss,1b,dh,3b,lf,2b,c,cf,"Fallon, Z.",,Jared Sass
72,"Apr 29, 2009",bvulut3,,Nate Neis,Chris Reynolds,Jake Waddle,Zack Topping,Mark Weber,Steve Beckman,Ben Schott,Joe Thompson,Alex Thomas,0,7,Adam Kohls,12,04010011X,3b,2b,c,dh,lf,ss,1b,rf,cf,Cody Hyland,"luther college
",Luther College,Ryan Wuebker,,9.0,Y,,"Decorah, Iowa (Luther College)",3:00 pm   ,2:20   ,,"buena vista university
",Buena Vista Univ.,Brad Blum,Mark Blum,Brandon Pietrzyk,Michael Hoffman,Kevin Kloewer,Brock Yossi,Devon Archibald,Tyler Case,Michael Stephenson,4,5,Chris Bireline,12,001100201,ss,1b,rf,lf,c,3b,dh,cf,2b,Ryan Wuebker,,Cody Hyland
203,"May 01, 2009",cenwar1,,Ben Roemmich,Danny Rose,Mike Johnson,Billy Schmitt,Patrick Grau,Kyle Jones,A.J. Lewis,Steve Chamberlin,Zach Nagle,2,5,Nathan Underberg,11,202000100,lf,ss,1b,dh,cf,rf,c,2b,3b,Brad Watson,"wartburg college
",Wartburg College,Brad Watson,,9.0,Y,,"Waverly, Iowa (Hertel Field)",6:00PM   ,2:35   ,HP: Jeff Frese  1B: Randy Schult,"central college
",Central College,Ben Tressel,Anthony Miller,Caleb Rangel,Jarred Lackey,Mike Furlong,Derek Knutson,Ben Chestnut,Josh Stanton,Dave Lakin,0,14,Trevor Talbott,19,000301532,cf,3b,lf,rf,ss,1b,dh,c,2b,Corey Eisenmann,,Corey Eisenmann
93,"Mar 15, 2009",cenari,,"Ramos, Mark","Hoffman, Dav","Wagle, John","Izzo, Eric","Hopson, Aaro","Lococo, Jack","Lamb, Michae","O'Donnell, T","Barker, Mich",3,13,"Martin, Josi",17,34230100X,ss,2b,dh,1b,3b,lf/rf,rf,c,cf,"Erickson, Ma",augustana college,Augustana College,Trevor Talbott,,9.0,Y,,"Fort Myers, FL (Terry Park)",8:32 am   ,2:26   ,,"central college
",Central College,Ben Tressel,Mike Furlong,Caleb Rangel,Jarred Lackey,Derek Knutson,Anthony Miller,Blake Smith,Quinn O'Brien,Tyler Wivinis,3,9,Shane Nelson,14,030000204,cf,ss,lf,rf,1b,2b,dh,c,3b,Trevor Talbott,,"Erickson, Ma"
100,"Apr 17, 2009",coesim2,,Corey Rasmussen,Cory Dawson,Dave Johnson,Scott Ethell,Jared Swim,Jesse Reis,Chris Jones,Curt Bjork,Jason Hayes,1,2,Jared Sass,5,0200000,ss,dh,1b,3b,cf,2b,lf,c,rf,Mike Huyser,"simpson college
",Simpson College,Mike Huyser,,7.0,Y,,Simpson College (Bob McBride Field),8:30   ,1:50   ,,"coe college
",Coe College,Jeff Wagner,Adam Nisenson,Pat Richmond,Ryan Velvick,Ryan Schisler,Tyler McAllister,John Logan,Justin Svehla,Jon Reiner,2,7,Sean Raisch,12,0150001,lf,rf,1b,cf,3b,ss,dh,2b,c,Sean Raisch, 62 degrees,Sean Raisch
