attendance,date,game_number,home_batter_1,home_batter_2,home_batter_3,home_batter_4,home_batter_5,home_batter_6,home_batter_7,home_batter_8,home_batter_9,home_errors,home_final_score,home_finishing_pitcher,home_hits,home_line_score,home_position_1,home_position_2,home_position_3,home_position_4,home_position_5,home_position_6,home_position_7,home_position_8,home_position_9,home_starting_pitcher,home_team,home_team_long,losing_pitcher,notes,number_of_innings,play-by-play,save,site,start,time,umpires,visiting_team,visiting_team_long,visitor_batter_1,visitor_batter_2,visitor_batter_3,visitor_batter_4,visitor_batter_5,visitor_batter_6,visitor_batter_7,visitor_batter_8,visitor_batter_9,visitor_errors,visitor_final_score,visitor_finishing_pitcher,visitor_hits,visitor_line_score,visitor_position_1,visitor_position_2,visitor_position_3,visitor_position_4,visitor_position_5,visitor_position_6,visitor_position_7,visitor_position_8,visitor_position_9,visitor_starting_pitcher,weather,winning_pitcher
70,"Apr 29, 2016",1,Jarad Clevenger,Dalton Garst,Austin McWhite,Will Doherty,Thomas Kempf,Tyler Lewan,Jacob Evans,Kyle May,Gaetano Florio,2,6,Reed Stumpf,12,203100X,rf,1b,cf,c,dh,3b,lf,2b,ss,Reed Stumpf,"dubuque, univ. of","Dubuque, Univ. of",Wolken (3-3),,7,Y,,"Dubuque, Iowa (Chlapaty Sports Comp)",1:00 pm   ,1:40   ,HP: Craig Zimmerman  1B: Kyle Klink,"central college
",Central College,Garrett Saunders,Ryan Bouwman,Spencer Gritsch,Kyle Crampton,Michael Reuter,Kolby Reed,Jacob Hirst,Noah Stochl,Zach Brown,0,2,Mark Schroeder,6,0000011,ss,1b,lf,dh,c,rf,cf,2b,3b,Dakotah Wolken,NA,Stumpf (6-3)
NA,4/19/2016,NA,Austin Konagel,Nolan Ritter,Tony Heiser,Thomas Johnson,Patrick Walsh,Lucas Jacque,Ryan Koester,Robbie Agerbeek,Danny Paluch,0,4,Patrick Moriarty,9,022000000,2b,ss,rf,lf,3b,c,1b,dh,cf,Brad Schwind,,loras,Brad Schwind,,9,NA,,"Dubuque, Iowa (Petrakis Park)",8:30,2:12,,,univ. of dubuque,Jarad Clevenger,Dalton Garst,Austin McWhite,Will Doherty,Thomas Kempf,Jacob Evans,Kyle May,Eric Hall,Gaetano Florio,1,8,Chase Kueter,10,001000115,rf,3b,1b,c,dh,lf,2b,cf,ss,Daniel Karnick,55 and Partly Cloudy,Chase Kueter
57,"May 07, 2016",1,Austin Konagel,Thomas Johnson,Tony Heiser,Ryan Koester,Danny Paluch,Adrian Nunez,Patrick Walsh,Lucas Jacque,Nolan Ritter,0,3,Hoffman,13,1010000001000,2b/3b,lf,rf,1b,cf,dh,3b,c,ss,Brad Schwind,"loras college
",Loras College,Hoffman (0-3),,13,Y,Schroeder (1),"Dubuque, Iowa (Petrakis Park)",1:00 PM   ,3:00   ,,"central college
",Central College,Garrett Saunders,Ryan Bouwman,Spencer Gritsch,Michael Reuter,Kyle Crampton,Ryan Garrett,Jacob Hirst,Dakotah Wolken,Noah Stochl,5,4,Mark Schroeder,11,0000110001001,ss,1b,lf,c,dh,3b,rf,cf,2b,Frankie Mauro,NA,Coppage (2-1)
75,"May 19, 2016",,Alex Weber,Jon Opdahl,Czenvic Rojer,Mitch Knippenberg,Joe Silversmith,Bryce Hingst,Cody Reimer,Max Uetz,Jake Halverson,3,3,Phillip Lapointe,7,003000000,cf,2b,rf,c,3b,1b,lf,dh,ss,Blake Peterson,"luther college
",Luther College,Peterson (7-2),"NCAA III Midwest Regional...CUC advances in winner's bracket to play UWLFriday @ 4:30 pm; LC plays St. Scholastica in elimination game Friday @1:15...CUC with eight extra-base hits...All nine CUC starters w/ a hit...Six CUC players w/ at least two hits...Halverson (LC) 2-for-2.Meyers faced 2 batters in the 7th.Whitham, N. faced 3 batters in the 8th.",9,Y,,"La Crosse, Wis. (Copeland Park)",8:01 pm   ,2:43   ,HP: Ken Lehner  1B: Shane Cannon  2B: Jeff Gould  3B: David Field,#19 concordia chicago,#19 Concordia Chicago,VanDuser,Silva,Massey,Spohr,Wilson,Davis,Coppin,Kroncke,Bethran,0,16,Lock,18,010104343,3b,rf,dh,1b,2b,lf,c,ss,cf,Meyers,NA,Meyers (6-2)
309,"Mar 11, 2016",2,Michael Redmond,Ben Larison,Craig Konrardy,Grant Henning,Andrew Brierton,Alec Zwanziger,Colton Knox,Ben Jacobson,Thomas Simon,1,1,Tyler Verona,3,0001000,cf,dh,ss,c,rf,2b,1b,3b,lf,David Keaton,"coe college
",Coe College,"Keaton, D",,7,Y,,"Auburndale, Fla. (Lake Myrtle Main)",3:45 pm   ,2:03   ,,#15 ramapo,#15 Ramapo,DeAngelis,Chemis,Venturino,Walsh,Crabbe,Unglaub,Rinsky,DiGirolamo,Shannon,0,6,Growney,8,0010320,rf,cf,2b,1b,dh,3b,c,lf,ss,Doherty,NA,Doherty
50,"Apr 09, 2016",2,Danny Weis,Tony Heiser,Ryan Koester,Lucas Jacque,Thomas Johnson,Luke Leibforth,Austin Konagel,Nolan Ritter,,1,4,Hoffman,8,0011002,cf,rf,1b,c,lf,2b,3b,ss,,Patrick Walsh,"loras college
",Loras College,Walsh (2-2),,7,Y,,"Dubuque, Iowa (Petrakis Park)",1:45 PM   ,2:30   ,,"luther college
",Luther College,Alex Weber,Joe Silversmith,Jon Opdahl,Mitch Knippenberg,Czenvic Rojer,Bryce Hingst,Cody Reimer,Zach Hendrikson,Jake Halverson,2,5,Nate Beckman,9,4100000,cf,ss,2b,c,rf,1b,lf,dh,3b,Nate Beckman,NA,Beckman (4-1)
145,"Apr 15, 2016",1,Alex Weber,Czenvic Rojer,Jon Opdahl,Mitch Knippenberg,Joe Silversmith,Bryce Hingst,Cody Reimer,Zach Hendrikson,Jake Halverson,2,16,Nate Whitham,15,420253X,cf,rf,2b/3b,c,3b/ss,1b,lf,dh,ss,Nate Beckman,"luther college
",Luther College,Dudar (1-3),,7,Y,,"Decorah, Iowa (Luther College)",1:00 pm   ,2:05   ,,"simpson college
",Simpson College,Austin Burlin,Bud Smith,Gage Reis,Trey Kehoe,Jacob Petry,Taylor Harmon,Jonathan Greiner,Luke Anctil,Nick Carlisle,5,2,Daultan Gibson,9,0020000,rf,c,ss,1b,dh,2b,3b,lf,cf,Trevor Dudar,NA,Beckman (5-1)
NA,3/21/2016,NA,Luke Leibforth,Tony Heiser,Ryan Koester,Patrick Walsh,Lucas Jacque,Thomas Johnson,Adrian Nunez,Danny Weis,Nolan Ritter,0,3,Nick Petruzzi,8,0000021,2b,rf,1b,3b,c,lf,dh,cf,ss,Brad Schwind,,loras,Brad Schwind,Moriarty faced 6 batters in the 7th.,7,NA,,"Auburndale, Fla. (Lake Myrtle Park)",12:15 PM,1:55,,,grinnell,Niko Takayesu,Ryan Penaflor,Sam Galanek,Graham Fisher,Matt Hammond,Matt Godinsky,Ravi Levens,Brad Weaver,Andrew Schults,4,13,Ben Binversie,14,0132007,ss,lf,1b,dh,c,rf,2b,3b,cf,Sam Tinkham,53 / Sunny / NW 17 mph,Sam Tinkham
75,"Mar 20, 2016",1,Blake Mahoney,Robbie Anstoetter,Ryan Kemp,Jacob Thumann,Milton Croes,Zach Hovick,Mike Brown,Tyler Mougin,Tyler Willis,1,0,Parker Bolt,4,0000000,3b,lf,cf,rf,dh,1b,c,ss,2b,Taylor Gilson,"wartburg college
",Wartburg College, (1-0),,7,Y,Gilson (2-2),"Waverly, Iowa (Hertel Field)",1 p.m.   ,  ,,"st. thomas
",St. Thomas,J. Smith,B. Johnson,C. Quinlan,S. Barr,H. Hart,D. Ziemann,A. Winters,J. Dolan,Z. Gottfreds,1,1,E. Veglahn,5,0010000,rf,ss,1b,lf,dh,3b,c,cf,2b,E. Veglahn,NA,E
NA,3/6/2016,NA,Seth Griffiths,Spencer Gritsch,Adam Lindell,Michael Reuter,Kyle Crampton,Garrett Saunders,Zach Brown,Noah Stochl,Jacob Hirst,0,2,Dylan Diveney,8,000101X,lf,2b,rf,c,1b,dh,3b,ss,cf,Dylan Diveney,,central,Daniel Greaves,,7,NA,,"Auburndale, Fla. (Lake Myrtle Park #3)",2:45 pm,,,,rhode island college,Shaun Vigeant,Brad Douglas,TJ Lynch,Edward Apice,Austin Barry,Frank Pettinato,Tyler Rains,Andreas Brackett,S. Linnane,0,1,Daniel Greaves,9,0000001,ss,cf,3b,rf,lf,dh,c,1b,2b,Daniel Greaves,,Dylan Diveney
225,"May 18, 2016",,Quade,Fong,"Smith, B.",Hill,Mateja,"Sotiros, N.",Rico,"Sotiros, D.",Sutherland,0,6,"Anderson, N",9,000320010,cf,lf,rf,c,3b,1b,dh,ss,2b,Van Dyck,#13 north central (ill.),#13 North Central (Ill.),Van Dyck (4-3),NCAA III Midwest Regional...LC plays winner of Concordia Chicago/KalamazooThursday @ 7:45 pm...NCC faces loser of CUC/Kalamazoo Thursday @ 1:15 p.m.Beckman (LC) complete-game victory...Six players for LC with two hits each;Weber (LC) 3 runs...N. Sotiros (NCC) three-run home run.,9,Y,,"La Crosse, Wis. (Copeland Park)",5:01 pm   ,2:25   ,HP: Jeff Gould  1B: David Fields  2B: Ken Lehner  3B: Shane Cannon,"luther college
",Luther College,Alex Weber,Jon Opdahl,Czenvic Rojer,Mitch Knippenberg,Joe Silversmith,Bryce Hingst,Cody Reimer,Max Uetz,Jake Halverson,3,8,Nate Beckman,12,202201100,cf,2b,rf,c,3b,1b,lf,dh,ss,Nate Beckman,NA,Beckman (10-2)
123,"May 03, 2016",2,Craig Konrardy,Kevin DeLaney,Michael Redmond,Grant Henning,Andrew Brierton,Blake Lishka,Colton Knox,Nolan Arp,Jack Strellner,1,1,Tyler Smith,7,1000000,ss,lf,cf,c,rf,dh,1b,3b,2b,Zach Kammin,"coe college
",Coe College,"Kammin, Z",,7,Y,,"Cedar Rapids, Iowa (Bill Quinby Field)",4:45 pm   ,1:35   ,HP: Michael Kelly  1B: Paul Keitel,"simpson college
",Simpson College,Trent Dooley,Hunter Hillygus,Austin Burlin,Gage Reis,Bud Smith,Jacob Petry,Luke Anctil,Jonathan Greiner,Andy Anderson,1,9,Trevor Dudar,10,0010080,cf,1b,rf,dh,c,ss,lf,3b,2b,Trevor Dudar,NA,Dudar (2-4)
150,"Apr 22, 2016",1,Neil Marshall,Brandon Wessels,Tanner Truesdell,Cameron Johnson,Bennett Mann,Devin Wagenman,Michael Zellar,Noah Paper,Devon Harms,2,4,Justin Lange,10,031000X,2b,1b,lf,dh,rf,cf,3b,ss,c,Justin Lange,#23 buena vista univ.,#23 Buena Vista Univ.,Kueter (1-2),,7,Y,,"Storm Lake, Iowa (BVU/SL BB Field)",3:30pm   ,1:45   ,HP: Jon Fye  1B: David Boev,"dubuque, univ. of","Dubuque, Univ. of",Michael Salazar,Dalton Garst,Austin McWhite,Will Doherty,Tyler Lewan,Tyler Imrich,Austin Thomas,Jacob Evans,Gaetano Florio,0,3,Chase Kueter,7,0110010,rf,1b,cf,c,2b,dh,3b,lf,ss,Chase Kueter,NA,Lange (5-1)
125,"Apr 02, 2016",1,Garrett Saunders,Noah Stochl,Adam Lindell,Michael Reuter,Ryan Bouwman,Kyle Crampton,Spencer Gritsch,Zach Brown,Jacob Hirst,4,1,Frankie Mauro,8,0010000,lf,ss,rf,c,1b,dh,2b,3b,cf,Blake Judkins,"central college
",Central College,Judkins (0-3),,7,Y,,"Pella, Iowa (Kuyper Athl. Complex)",1 p.m.   ,2:09   ,,"luther college
",Luther College,Alex Weber,Jake Halverson,Jon Opdahl,Mitch Knippenberg,Czenvic Rojer,Joe Silversmith,Bryce Hingst,Zach Hendrikson,Cody Reimer,1,8,Teddy Klingsporn,9,1001240,cf,3b,2b,c,rf,ss,1b,dh,lf,Teddy Klingsporn,NA,Klingsporn (2-0)
74,"Apr 06, 2016",2,Alex Weber,Jake Halverson,Jon Opdahl,Mitch Knippenberg,Czenvic Rojer,Joe Silversmith,Bryce Hingst,Zach Hendrikson,Max Uetz,1,5,Blake Peterson,9,110200010,cf,3b,2b,c,rf,ss,1b,dh,lf,Joey Cardamon,"luther college
",Luther College,Cardamon (1-1),,9,Y,Primrose (1),"Decorah, Iowa",  ,2:30   ,HP: Dan Adkins  1B: Chase Passau,"wartburg college
",Wartburg College,Blake Mahoney,Clay Henning,Ryan Kemp,Tanner Johnson,Zach Hovick,Samuel Van Fleet,Jacob Thumann,Cody Hyler,Tyler Willis,2,8,Robert Primrose,7,024001001,lf,ss,cf,3b,1b,dh,rf,c,2b,Andy Sorenson,NA,Nadermann (1-1)
65,"Mar 23, 2016",1,Danny Weis,Patrick Walsh,Ryan Koester,Lucas Jacque,Tony Heiser,Luke Leibforth,Thomas Johnson,Danny Paluch,Nolan Ritter,2,9,Matt Greene,13,0800100,cf,3b,1b,c,dh,2b,lf,rf,ss,Nick Spiess,"loras college
",Loras College,Spiess (0-1),,7.0,Y,,"Auburndale, Fla. (Lake Myrtle Park)",2:00 PM   ,2:44   ,,thomas (me),Thomas (ME),Benitez,Kane,Beeson,Mathieu,DeLosSantos,Phelps,Sommers,Smestad,"Quinlan, J.",1,15,Fleming,17,300(11)010,cf,1b,c,lf,3b,ss,dh,2b,rf,Kennison,NA,Hubbard (1-0)
101,"Feb 29, 2016",,David Fitzgerald,Tyler Willis,Blake Mahoney,Ryan Kemp,Jacob Thumann,Milton Croes,Mike Brown,Zach Hovick,Tyler Mougin,3,0,Gavin Nadermann,2,0000000,1b,2b,lf/3b,cf,rf,dh,c,3b,ss,Taylor Gilson,#20 wartburg college,#20 Wartburg College,Gilson (0-1),Day 2 of RussMatt Central Invitational for JCUGame played at former spring home of Cleveland Indians,7,Y,,"Winter Haven, Fla. (Chain of Lakes Park)",10:45 am   ,1:48   ,,"john carroll
",John Carroll,Cifelli,Scholla,Crowley,Gentile,Mittiga,Molnar,LaLiberte,Schriner,Bondi,3,11,Servidio,13,0020162,cf,ss/rf,2b,1b,3b,lf,dh,c,rf/ss,Servidio,NA,Servidio (1-0)
66,"Mar 25, 2016",,Jarad Clevenger,Dalton Garst,Will Doherty,Austin McWhite,Thomas Kempf,Eric Hall,Jacob Evans,Gaetano Florio,Kyle May,0,2,Doug Van Dyke,9,000000200,dh,3b,c,rf,1b,cf,lf,ss,2b,Reed Stumpf,"dubuque, univ. of","Dubuque, Univ. of",Stumpf (1-2),,9,Y,Valder (1),"Dubuque, Iowa (Chlapaty Sports Comp)",3:00 pm   ,2:19   ,HP: Clint Gingerich  1B: Tim Seward,north central (mn),North Central (MN),Kukkola,Justice,Andrews,Van Sickle,Lissick,Valder,Juve,Donohoe,,1,3,Valder,6,000030000,ss,lf,1b/3b,c,3b/rf,cf/p,rf/cf,2b,,Riege,NA,Riege (1-3)
,"May 06, 2016",1,Luke Anctil,Hunter Hillygus,Austin Burlin,Sawer Ocheltree,Bud Smith,Trent Dooley,Gage Reis,Jonathan Greiner,Taylor Harmon,2,11,Nick Carlisle,10,0030134,lf,1b,rf,dh,c,cf,ss/1b,3b,2b,Jalen Sickels,"simpson college
",Simpson College,Mason (3-1),,7,Y,,"Indianola, Iowa (McBride Field)",3:44 pm   ,2:34   ,HP: Jeff Osborne  1B: Todd Savag,#20 buena vista univ.,#20 Buena Vista Univ.,Neil Marshall,Brandon Wessels,Tanner Truesdell,Kendall Candor,Bennett Mann,Devin Wagenman,Michael Zellar,Noah Paper,Devon Harms,1,10,Wes Onken,9,2410300,2b,1b,lf,dh,rf,cf,3b,ss,c,Justin Lange,NA,Carlisle (1-0)
210,"May 12, 2016",,Alex Weber,Jon Opdahl,Czenvic Rojer,Mitch Knippenberg,Joe Silversmith,Bryce Hingst,Cody Reimer,Max Uetz,Jake Halverson,1,12,Ryan LaPage,16,08102001X,cf,2b,rf,c,3b,1b,lf,dh,ss,Nate Beckman,"luther college
",Luther College,Reis (2-5),,9,Y,LaPage (1),"Cedar Rapids, Iowa (Veterans Memorial)",12:59 pm   ,2:31   ,HP: Patrick McIlhon  1B: Mike Kelly  2B: Dan Graw,"simpson college
",Simpson College,Luke Anctil,Austin Burlin,Sawer Ocheltree,Bud Smith,Jonathan Greiner,Jacob Petry,Adam Richman,Taylor Harmon,Trent Dooley,3,10,Jalen Sickels,14,001023004,lf,rf,1b,c,3b,ss,dh,2b,cf,Gage Reis,NA,Beckman (9-2)
200,"Apr 23, 2016",1,Garrett Saunders,Spencer Gritsch,Ryan Bouwman,Michael Reuter,Kyle Crampton,Jacob Hirst,Noah Stochl,Zach Brown,Adam Lindell,1,3,Mark Schroeder,3,0300000,ss,lf,1b,c,dh,cf,2b,3b,rf,Blake Judkins,"central college
",Central College,Judkins (0-6),,7,Y,,"Pella, Iowa (Kuyper Athl. Complex)",1 p.m.   ,1:44   ,HP: Dean Kirkpatrick  1B: Ritchie Chiev,"wartburg college
",Wartburg College,Blake Mahoney,Clay Henning,Zach Hovick,Jacob Thumann,Ryan Kemp,Robbie Anstoetter,Milton Croes,Mike Brown,Tyler Willis,2,6,Max Langheinrich,9,3001200,3b/lf,ss,1b,rf,cf,lf,dh,c,2b,Max Langheinrich,NA,Langheinrich (5-1)
59,"Mar 12, 2016",,Craig Konrardy,Kevin DeLaney,Michael Redmond,Grant Henning,Andrew Brierton,Alec Zwanziger,Ben Jacobson,Brett Slager,Nolan Arp,1,5,Lucas Robbins,9,000012011,ss,lf,cf,c,dh/p,2b,1b,rf,3b,Zach Kammin,"coe college
",Coe College,Smith (0-3),,9,Y,,"Winter Haven, Fla. (Chain of Lakes #1)",2:50 pm   ,3:00   ,,ripon college,Ripon College,Reinke,Kita,Schmitt,Oswald,Finger,Knoblock,Gerber,Barnes,Ramos,5,9,Langdon,11,110020005,cf,lf,2b,1b,3b,rf,dh,c,ss,Hecht,NA,Langdon (1-0)
101,"Mar 19, 2016",,"Valencia, AJ","Newell, C.",Reichenbach,"Thran, J.","Nannini, K.","Wileman, B.","Mott, C.","Jondal, A.","Clardy, C.",5,3,"Higa, N",5,0000030,cf,2b,c,1b,rf,lf,3b,dh,ss,"Timlin, J",george fox,George Fox,"Timlin, J",,7,Y,,"Tucson, Ariz. (Kino Stadium)",1:35pm   ,2:45   ,,"buena vista university
",Buena Vista Univ.,Neil Marshall,Brandon Wessels,Tanner Truesdell,Cameron Johnson,Bennett Mann,Devin Wagenman,Michael Zellar,Noah Paper,Devon Harms,1,24,Tyson Valentine,23,3530832,2b,1b,lf,dh,rf,cf,3b,ss,c,Justin Lange,NA,Lange (2-0)
76,"Apr 09, 2016",1,Jarad Clevenger,Dalton Garst,Austin McWhite,Thomas Kempf,Tyler Lewan,Jacob Evans,Will Doherty,Kyle May,Gaetano Florio,0,1,Jacob Padilla,6,0000010,rf,3b,cf,1b,dh,lf,c,2b,ss,Derek Erwin,"dubuque, univ. of","Dubuque, Univ. of",Erwin,,7,Y,,"Dubuque, Iowa (UD Baseball Field)",1:15   ,1:32   ,HP: John Kunz  1B: Scott Forsberg,"simpson college
",Simpson College,Austin Burlin,Bud Smith,Gage Reis,Trey Kehoe,Jonathan Greiner,Taylor Harmon,Keegin Brannin,Trent Dooley,Luke Anctil,0,3,Gage Reis,9,2000100,rf,c,p,1b,3b,2b,ss,cf,lf,Gage Reis,NA,Reis
139,"Apr 16, 2016",1,Neil Marshall,Brandon Wessels,Tanner Truesdell,Cameron Johnson,Bennett Mann,Kendall Candor,Devin Wagenman,Michael Zellar,Noah Paper,0,7,Justin Lange,8,000412X,2b,c,lf,1b,rf,dh,cf,3b,ss,Justin Lange,"buena vista university
",Buena Vista Univ.,Wolken (1-3),,7,Y,,"Storm Lake, Iowa (BVU/SL BB Field)",1:00pm   ,1:30   ,HP: Ronald Acuna  1B: Michael Kelly,"central college
",Central College,Garrett Saunders,Spencer Gritsch,Ryan Bouwman,Michael Reuter,Ryan Garrett,Noah Stochl,Adam Lindell,Zach Brown,Jacob Hirst,2,2,Mark Schroeder,5,0020000,ss,lf,dh,c,1b,2b,rf,3b,cf,Dakotah Wolken,NA,Lange (4-1)
42,"Apr 19, 2016",1,Austin Konagel,Nolan Ritter,Tony Heiser,Ryan Koester,Thomas Johnson,Patrick Walsh,Lucas Jacque,Danny Paluch,Luke Leibforth,1,4,Alex Steines,9,100012X,3b/dh,ss,rf,1b,lf,p/3b,c,cf,2b,Patrick Walsh,"loras college
",Loras College,Trifiletti (0-2),,7,Y,Steines (1),"Dubuque, Iowa (Petrakis Park)",6:00 PM   ,1:50   ,,"dubuque, univ. of","Dubuque, Univ. of",Jarad Clevenger,Dalton Garst,Austin McWhite,Thomas Kempf,Will Doherty,Jacob Evans,Kyle May,Jeremy Morski,Gaetano Florio,3,3,Tyler Trifiletti,7,0000111,rf,3b,cf,dh,c,lf,2b,1b,ss,Tyler Trifiletti,NA,Walsh (3-3)
